scan_id,diameter_um,flow_mm_s,mode,support,source_bin,u_lo,u_hi,u_mid,tail_bin,tail_lo_um,tail_hi_um,tail_mid_um,in_C16,rho,n_pairs,status
D235_F01_V01,235,1,detrended_51,real_all,5,0.66666666666666663,0.83333333333333337,0.75,20,475,500,487.5,False,-0.057010591084428505,448,ok
D235_F01_V01,235,1,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,14,325,350,337.5,False,-0.012674193166528527,448,ok
D235_F01_V01,235,1,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,18,425,450,437.5,False,-0.054446560408626735,448,ok
D235_F01_V01,235,1,detrended_51,real_all,6,0.83333333333333337,1,0.91666666666666663,20,475,500,487.5,False,-0.0037395367291879924,448,ok
D235_F03_V01,235,3,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,2,25,50,37.5,False,-0.012694797429891077,448,ok
D235_F03_V01,235,3,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,8,175,200,187.5,False,-0.040030231237201237,448,ok
D235_F03_V01,235,3,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,9,200,225,212.5,False,-0.064234972998481771,448,ok
D235_F03_V01,235,3,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,10,225,250,237.5,False,-0.015188087088170795,448,ok
D235_F03_V01,235,3,raw,real_all,1,0,0.16666666666666666,0.083333333333333329,12,275,300,287.5,False,-0.0029463845298063024,448,ok
D235_F03_V01,235,3,raw,real_all,2,0.16666666666666666,0.33333333333333331,0.25,9,200,225,212.5,False,-0.033075124864672109,448,ok
D235_F03_V01,235,3,raw,real_all,2,0.16666666666666666,0.33333333333333331,0.25,14,325,350,337.5,False,-0.01385976506864087,448,ok
